"","moyr","Site Num","Longitude","Latitude","avg_pm25"
"54","10-2014","0057",-87.722673,41.912739,7.75873659677419
"55","10-2014","0058",-87.931983,42.930708,7.22673983606557
"56","10-2014","0076",-87.713488,41.7514,6.2386106557377
"57","10-2014","1011",-88.190967,41.221537,7.86340287096774
"58","10-2014","4201",-87.799227,42.139996,7.31202958064516
"59","10-2014","6005",-87.748902,41.864426,8.76668718333333
"60","10-2015","0001",-88.242207,42.221442,8.09749005
"61","10-2015","0001",-87.732457,41.670992,5.7204245
"62","10-2015","0010",-87.933333,43.016667,4.30709922580645
"63","10-2015","0019",-87.8093,42.504722,5.35287412903226
"64","10-2015","0026",-87.913504,43.060975,4.85145516129032
"65","10-2015","0027",-88.21507,43.020075,5.29155480645161
"66","10-2015","0057",-87.722673,41.912739,8.31866640322581
"67","10-2015","0058",-87.931983,42.930708,6.36240845
"68","10-2015","0076",-87.713488,41.7514,5.90382130645161
"69","10-2015","1011",-88.190967,41.221537,7.62016487037037
"70","10-2015","4201",-87.799227,42.139996,7.58932440983607
"71","10-2015","6005",-87.748902,41.864426,8.80309138709677
"72","10-2016","0001",-88.242207,42.221442,7.421597375
"73","10-2016","0001",-87.732457,41.670992,8.25429845762712
"74","10-2016","0010",-87.933333,43.016667,5.83034144444444
"75","10-2016","0019",-87.8093,42.504722,4.24669822580645
"76","10-2016","0026",-87.913504,43.060975,6.592023875
"77","10-2016","0027",-88.21507,43.020075,9.08049746774194
"78","10-2016","0057",-87.722673,41.912739,6.92130374193548
"79","10-2016","0058",-87.931983,42.930708,6.47113882258065
"80","10-2016","0076",-87.713488,41.7514,7.98249286363636
"81","10-2016","1011",-88.190967,41.221537,8.18800508333333
"82","10-2016","4201",-87.799227,42.139996,7.290793
"83","10-2016","6005",-87.748902,41.864426,6.15474137931034
"84","10-2017","0001",-88.242207,42.221442,7.47211551219512
"85","10-2017","0001",-87.732457,41.670992,7.10489503278689
"86","10-2017","0057",-87.722673,41.912739,7.42967585365854
"87","10-2017","0076",-87.713488,41.7514,4.23243230645161
"88","10-2017","6005",-87.748902,41.864426,8.05728601851852
"89","10-2018","0001",-88.242207,42.221442,6.48295815517241
"90","10-2018","0001",-87.732457,41.670992,8.44110053571429
"91","10-2018","0057",-87.722673,41.912739,5.74849437096774
"92","10-2018","0076",-87.713488,41.7514,9.19827832258065
"93","10-2018","6005",-87.748902,41.864426,6.95625
"94","11-2014","0001",-88.242207,42.221442,8.09812090196078
"95","11-2014","0001",-87.732457,41.670992,6.02201393333333
"96","11-2014","0010",-87.933333,43.016667,8.29888252083333
"97","11-2014","0019",-87.8093,42.504722,9.66528986666667
"98","11-2014","0026",-87.913504,43.060975,8.47008841666667
"99","11-2014","0027",-88.21507,43.020075,11.4880555
"100","11-2014","0057",-87.722673,41.912739,8.40698836538462
"101","11-2014","0058",-87.931983,42.930708,10.7755952166667
"102","11-2014","0076",-87.713488,41.7514,6.10041036666667
"103","11-2014","1011",-88.190967,41.221537,6.66237469090909
"104","11-2014","4201",-87.799227,42.139996,7.82292483333333
"105","11-2014","6005",-87.748902,41.864426,8.32639398305085
"106","11-2015","0001",-88.242207,42.221442,12.1723619
"107","11-2015","0001",-87.732457,41.670992,6.69131945
"108","11-2015","0010",-87.933333,43.016667,7.40274756666667
"109","11-2015","0019",-87.8093,42.504722,6.90591007692308
"110","11-2015","0026",-87.913504,43.060975,7.22448889655172
"111","11-2015","0027",-88.21507,43.020075,9.26117531666667
"112","11-2015","0057",-87.722673,41.912739,10.5311685
"113","11-2015","0058",-87.931983,42.930708,8.12812626
"114","11-2015","0076",-87.713488,41.7514,8.93013885
"115","11-2015","1011",-88.190967,41.221537,11.6167589056604
"116","11-2015","4201",-87.799227,42.139996,11.5218705
"117","11-2015","6005",-87.748902,41.864426,9.0558907
"118","11-2016","0001",-88.242207,42.221442,8.12721754237288
"119","11-2016","0001",-87.732457,41.670992,10.0079701355932
"120","11-2016","0010",-87.933333,43.016667,9.70983583333333
"121","11-2016","0019",-87.8093,42.504722,8.40128651923077
"122","11-2016","0026",-87.913504,43.060975,7.82524030357143
"123","11-2016","0027",-88.21507,43.020075,11.3236641153846
"124","11-2016","0057",-87.722673,41.912739,9.46937501666667
"125","11-2016","0058",-87.931983,42.930708,8.46099229411765
"126","11-2016","0076",-87.713488,41.7514,10.9291111016949
"127","11-2016","4201",-87.799227,42.139996,8.6439899
"128","11-2016","6005",-87.748902,41.864426,7.0434596
"129","11-2017","0001",-88.242207,42.221442,8.02631643333333
"130","11-2017","0001",-87.732457,41.670992,11.6152965964912
"131","11-2017","0057",-87.722673,41.912739,8.25815523333333
"132","11-2017","0076",-87.713488,41.7514,6.81023351785714
"133","11-2017","6005",-87.748902,41.864426,6.4532201754386
"134","11-2018","0001",-88.242207,42.221442,9.27834867924528
"135","11-2018","0001",-87.732457,41.670992,7.35523790740741
"136","11-2018","0057",-87.722673,41.912739,8.78243028333333
"137","11-2018","0076",-87.713488,41.7514,9.65662964150943
"138","11-2018","6005",-87.748902,41.864426,7.29516559615385
"139","12-2014","0001",-88.242207,42.221442,11.3664501794872
"140","12-2014","0001",-87.732457,41.670992,7.84032258064516
"141","12-2014","0010",-87.933333,43.016667,9.78313783870968
"142","12-2014","0019",-87.8093,42.504722,12.0242285967742
"143","12-2014","0026",-87.913504,43.060975,10.4986527580645
"144","12-2014","0027",-88.21507,43.020075,11.8169133859649
"145","12-2014","0057",-87.722673,41.912739,11.8953629193548
"146","12-2014","0058",-87.931983,42.930708,12.3322931451613
"147","12-2014","0076",-87.713488,41.7514,10.2246171935484
"148","12-2014","1011",-88.190967,41.221537,10.8336664423077
"149","12-2014","4201",-87.799227,42.139996,11.5968121612903
"150","12-2014","6005",-87.748902,41.864426,10.4234045087719
"151","12-2015","0001",-88.242207,42.221442,10.0198785
"152","12-2015","0001",-87.732457,41.670992,7.70705648387097
"153","12-2015","0010",-87.933333,43.016667,5.75907685185185
"154","12-2015","0019",-87.8093,42.504722,6.2720430483871
"155","12-2015","0026",-87.913504,43.060975,6.4028635
"156","12-2015","0027",-88.21507,43.020075,8.25641067741936
"157","12-2015","0057",-87.722673,41.912739,9.57006485483871
"158","12-2015","0058",-87.931983,42.930708,7.43252103225806
"159","12-2015","0076",-87.713488,41.7514,7.43188111290323
"160","12-2015","1011",-88.190967,41.221537,10.4212337166667
"161","12-2015","4201",-87.799227,42.139996,8.76686515625
"162","12-2015","6005",-87.748902,41.864426,9.18830035483871
"163","12-2016","0001",-88.242207,42.221442,6.02143822580645
"164","12-2016","0001",-87.732457,41.670992,7.37492422727273
"165","12-2016","0010",-87.933333,43.016667,9.20587251612903
"166","12-2016","0019",-87.8093,42.504722,7.50513591935484
"167","12-2016","0026",-87.913504,43.060975,7.7164345
"168","12-2016","0027",-88.21507,43.020075,10.4013674516129
"169","12-2016","0057",-87.722673,41.912739,10.2900516785714
"170","12-2016","0058",-87.931983,42.930708,8.90373371186441
"171","12-2016","0076",-87.713488,41.7514,9.63807003333333
"172","12-2016","6005",-87.748902,41.864426,7.86686830645161
"173","12-2017","0001",-88.242207,42.221442,7.16917485
"174","12-2017","0001",-87.732457,41.670992,11.1148842741935
"175","12-2017","0057",-87.722673,41.912739,9.4157375
"176","12-2017","0076",-87.713488,41.7514,8.16589950819672
"177","12-2017","6005",-87.748902,41.864426,6.64612133870968
"178","12-2018","0001",-88.242207,42.221442,12.3222616829268
"179","12-2018","0001",-87.732457,41.670992,10.6618550483871
"180","12-2018","0057",-87.722673,41.912739,12.7734053709677
"181","12-2018","0076",-87.713488,41.7514,12.2451905172414
"182","12-2018","6005",-87.748902,41.864426,11.7012769032258
"183","2-2014","0001",-88.242207,42.221442,8.2491666
"184","2-2014","0001",-87.732457,41.670992,13.0622376428571
"185","2-2014","0010",-87.933333,43.016667,13.5147591785714
"186","2-2014","0019",-87.8093,42.504722,18.1452445714286
"187","2-2014","0022",-87.304722,41.606667,16.58
"188","2-2014","0026",-87.913504,43.060975,13.1274778076923
"189","2-2014","0027",-88.21507,43.020075,14.1390543114754
"190","2-2014","0057",-87.722673,41.912739,13.4057376885246
"191","2-2014","0058",-87.931983,42.930708,16.2043219285714
"192","2-2014","0076",-87.713488,41.7514,15.2223606461538
"193","2-2014","1011",-88.190967,41.221537,12.4714191346154
"194","2-2014","4002",-88.152534,41.771071,14.7
"195","2-2014","4201",-87.799227,42.139996,12.9839147846154
"196","2-2014","6005",-87.748902,41.864426,13.912961875
"197","2-2015","0001",-88.242207,42.221442,9.2096397755102
"198","2-2015","0001",-87.732457,41.670992,7.59700442307692
"199","2-2015","0010",-87.933333,43.016667,10.1865840181818
"200","2-2015","0019",-87.8093,42.504722,12.07872025
"201","2-2015","0026",-87.913504,43.060975,10.3721469622642
"202","2-2015","0027",-88.21507,43.020075,12.3954545636364
"203","2-2015","0057",-87.722673,41.912739,11.2087053928571
"204","2-2015","0058",-87.931983,42.930708,13.6620780909091
"205","2-2015","0076",-87.713488,41.7514,9.71248231372549
"206","2-2015","1011",-88.190967,41.221537,9.67180055357143
"207","2-2015","4201",-87.799227,42.139996,11.2162946428571
"208","2-2015","6005",-87.748902,41.864426,9.22872026785714
"209","2-2016","0001",-88.242207,42.221442,6.58267325
"210","2-2016","0001",-87.732457,41.670992,9.9408435
"211","2-2016","0010",-87.933333,43.016667,7.54256787931034
"212","2-2016","0019",-87.8093,42.504722,6.23179034482759
"213","2-2016","0026",-87.913504,43.060975,8.24760258823529
"214","2-2016","0027",-88.21507,43.020075,8.94350325862069
"215","2-2016","0057",-87.722673,41.912739,9.33642243103448
"216","2-2016","0058",-87.931983,42.930708,8.21739193103448
"217","2-2016","0076",-87.713488,41.7514,8.80527845614035
"218","2-2016","1011",-88.190967,41.221537,8.10417845614035
"219","2-2016","4201",-87.799227,42.139996,7.92764229268293
"220","2-2016","6005",-87.748902,41.864426,6.50578627586207
"221","2-2017","0001",-88.242207,42.221442,8.38191964285714
"222","2-2017","0001",-87.732457,41.670992,8.57708326785714
"223","2-2017","0057",-87.722673,41.912739,10.1920963392857
"224","2-2017","0076",-87.713488,41.7514,8.44360270833333
"225","2-2017","6005",-87.748902,41.864426,12.7182356071429
"226","2-2018","0001",-88.242207,42.221442,9.8220897804878
"227","2-2018","0001",-87.732457,41.670992,9.17154589090909
"228","2-2018","0057",-87.722673,41.912739,8.73455291071429
"229","2-2018","0076",-87.713488,41.7514,9.20832204166667
"230","2-2018","6005",-87.748902,41.864426,8.83273808928571
"231","3-2014","0001",-88.242207,42.221442,10.3339069454545
"232","3-2014","0001",-87.732457,41.670992,10.9762769032258
"233","3-2014","0010",-87.933333,43.016667,11.8463417258065
"234","3-2014","0019",-87.8093,42.504722,15.6127452280702
"235","3-2014","0022",-87.304722,41.606667,13.875
"236","3-2014","0026",-87.913504,43.060975,10.9028093333333
"237","3-2014","0027",-88.21507,43.020075,12.2797101304348
"238","3-2014","0057",-87.722673,41.912739,11.6413938769231
"239","3-2014","0058",-87.931983,42.930708,12.8983254516129
"240","3-2014","0076",-87.713488,41.7514,13.1911682142857
"241","3-2014","1011",-88.190967,41.221537,12.0467175806452
"242","3-2014","4002",-88.152534,41.771071,11.875
"243","3-2014","4201",-87.799227,42.139996,11.9761904603175
"244","3-2014","6005",-87.748902,41.864426,13.5696236774194
"245","3-2015","0001",-88.242207,42.221442,9.31209294827586
"246","3-2015","0001",-87.732457,41.670992,7.82264785483871
"247","3-2015","0010",-87.933333,43.016667,8.63841798387097
"248","3-2015","0019",-87.8093,42.504722,10.2540041612903
"249","3-2015","0026",-87.913504,43.060975,7.99709594230769
"250","3-2015","0027",-88.21507,43.020075,10.9214597058824
"251","3-2015","0057",-87.722673,41.912739,10.80042295
"252","3-2015","0058",-87.931983,42.930708,10.7683615762712
"253","3-2015","0076",-87.713488,41.7514,9.43735767741935
"254","3-2015","1011",-88.190967,41.221537,8.36805553333333
"255","3-2015","4201",-87.799227,42.139996,10.4974795961538
"256","3-2015","6005",-87.748902,41.864426,9.22574537096774
"257","3-2016","0001",-88.242207,42.221442,7.94369724590164
"258","3-2016","0001",-87.732457,41.670992,12.1899618269231
"259","3-2016","0010",-87.933333,43.016667,7.19968179032258
"260","3-2016","0019",-87.8093,42.504722,5.82602267741935
"261","3-2016","0026",-87.913504,43.060975,8.38035055737705
"262","3-2016","0027",-88.21507,43.020075,8.84134831481481
"263","3-2016","0057",-87.722673,41.912739,12.3056966785714
"264","3-2016","0058",-87.931983,42.930708,7.80519359677419
"265","3-2016","0076",-87.713488,41.7514,9.79870876666667
"266","3-2016","1011",-88.190967,41.221537,10.2579618333333
"267","3-2016","4201",-87.799227,42.139996,4.72778844444444
"268","3-2016","6005",-87.748902,41.864426,8.07246847916667
"269","3-2017","0001",-88.242207,42.221442,6.22303426829268
"270","3-2017","0001",-87.732457,41.670992,7.82450702222222
"271","3-2017","0057",-87.722673,41.912739,8.78309635483871
"272","3-2017","0076",-87.713488,41.7514,6.58046119642857
"273","3-2017","6005",-87.748902,41.864426,8.31983101818182
"274","3-2018","0001",-88.242207,42.221442,6.59571059677419
"275","3-2018","0001",-87.732457,41.670992,6.6123380877193
"276","3-2018","0057",-87.722673,41.912739,4.62388967741935
"277","3-2018","0076",-87.713488,41.7514,7.48368598245614
"278","3-2018","6005",-87.748902,41.864426,6.11586024193548
"279","4-2014","0001",-88.242207,42.221442,8.39219701818182
"280","4-2014","0001",-87.732457,41.670992,10.5753291724138
"281","4-2014","0010",-87.933333,43.016667,8.26452347457627
"282","4-2014","0019",-87.8093,42.504722,11.6315316730769
"283","4-2014","0022",-87.304722,41.606667,11.1
"284","4-2014","0026",-87.913504,43.060975,6.48733607352941
"285","4-2014","0027",-88.21507,43.020075,8.95067112903226
"286","4-2014","0057",-87.722673,41.912739,8.7393650952381
"287","4-2014","0058",-87.931983,42.930708,8.80080312280702
"288","4-2014","0076",-87.713488,41.7514,10.6445367428571
"289","4-2014","1011",-88.190967,41.221537,9.065
"290","4-2014","4002",-88.152534,41.771071,6.86
"291","4-2014","4201",-87.799227,42.139996,8.90961671666667
"292","4-2014","6005",-87.748902,41.864426,10.6284722666667
"293","4-2015","0001",-88.242207,42.221442,7.8897917
"294","4-2015","0001",-87.732457,41.670992,7.13804784210526
"295","4-2015","0010",-87.933333,43.016667,6.83784477419355
"296","4-2015","0019",-87.8093,42.504722,7.90830863333333
"297","4-2015","0026",-87.913504,43.060975,4.82308465
"298","4-2015","0027",-88.21507,43.020075,6.02426588333333
"299","4-2015","0057",-87.722673,41.912739,8.44791393220339
"300","4-2015","0058",-87.931983,42.930708,7.58137876
"301","4-2015","0076",-87.713488,41.7514,9.79796631666667
"302","4-2015","1011",-88.190967,41.221537,7.35854168333333
"303","4-2015","4201",-87.799227,42.139996,7.35210798333333
"304","4-2015","6005",-87.748902,41.864426,8.52486746666667
"305","4-2016","0001",-88.242207,42.221442,7.56125966666667
"306","4-2016","0001",-87.732457,41.670992,9.80180555
"307","4-2016","0010",-87.933333,43.016667,7.69148548333333
"308","4-2016","0019",-87.8093,42.504722,5.7734284
"309","4-2016","0026",-87.913504,43.060975,7.75075536363636
"310","4-2016","0027",-88.21507,43.020075,7.94348481666667
"311","4-2016","0057",-87.722673,41.912739,8.19604161666667
"312","4-2016","0058",-87.931983,42.930708,5.13038722222222
"313","4-2016","0076",-87.713488,41.7514,9.04660531034483
"314","4-2016","1011",-88.190967,41.221537,11.2740086034483
"315","4-2016","4201",-87.799227,42.139996,10.0518324313725
"316","4-2016","6005",-87.748902,41.864426,9.2404861
"317","4-2017","0001",-88.242207,42.221442,6.59527775
"318","4-2017","0001",-87.732457,41.670992,9.1732639
"319","4-2017","0057",-87.722673,41.912739,8.60207068333333
"320","4-2017","0076",-87.713488,41.7514,6.58692826666667
"321","4-2017","6005",-87.748902,41.864426,7.34461760344828
"322","4-2018","0001",-88.242207,42.221442,7.2236111
"323","4-2018","0001",-87.732457,41.670992,6.80048081034483
"324","4-2018","0057",-87.722673,41.912739,5.40731885
"325","4-2018","0076",-87.713488,41.7514,7.24387965
"326","4-2018","6005",-87.748902,41.864426,7.48740113559322
"327","5-2014","0001",-88.242207,42.221442,6.7899865483871
"328","5-2014","0001",-87.732457,41.670992,9.56595149180328
"329","5-2014","0010",-87.933333,43.016667,8.59221653225806
"330","5-2014","0019",-87.8093,42.504722,7.31049661290323
"331","5-2014","0022",-87.304722,41.606667,8.1
"332","5-2014","0026",-87.913504,43.060975,6.63198683098592
"333","5-2014","0027",-88.21507,43.020075,6.73250597014925
"334","5-2014","0057",-87.722673,41.912739,8.31031419672131
"335","5-2014","0058",-87.931983,42.930708,8.55246391935484
"336","5-2014","0076",-87.713488,41.7514,10.3815407183099
"337","5-2014","1011",-88.190967,41.221537,8.67903232258065
"338","5-2014","4002",-88.152534,41.771071,6.42
"339","5-2014","4201",-87.799227,42.139996,7.72423757575758
"340","5-2014","6005",-87.748902,41.864426,11.5278897419355
"341","5-2015","0001",-88.242207,42.221442,8.6389785
"342","5-2015","0001",-87.732457,41.670992,7.64241796721311
"343","5-2015","0010",-87.933333,43.016667,4.65928518367347
"344","5-2015","0019",-87.8093,42.504722,6.22067138709677
"345","5-2015","0026",-87.913504,43.060975,5.13412224193548
"346","5-2015","0027",-88.21507,43.020075,5.95259216129032
"347","5-2015","0057",-87.722673,41.912739,9.72938031666667
"348","5-2015","0058",-87.931983,42.930708,7.37894993548387
"349","5-2015","0076",-87.713488,41.7514,10.6724090322581
"350","5-2015","1011",-88.190967,41.221537,9.68534946774194
"351","5-2015","4201",-87.799227,42.139996,8.5072222
"352","5-2015","6005",-87.748902,41.864426,9.98282576666667
"353","5-2016","0001",-88.242207,42.221442,8.63135593220339
"354","5-2016","0001",-87.732457,41.670992,8.69192426229508
"355","5-2016","0010",-87.933333,43.016667,7.43967711290323
"356","5-2016","0026",-87.913504,43.060975,7.87080344067797
"357","5-2016","0057",-87.722673,41.912739,8.43825382258064
"358","5-2016","0058",-87.931983,42.930708,8.11846845945946
"359","5-2016","0076",-87.713488,41.7514,9.08208274193548
"360","5-2016","1011",-88.190967,41.221537,7.87448168333333
"361","5-2016","4201",-87.799227,42.139996,9.86549496774194
"362","5-2016","6005",-87.748902,41.864426,8.99428770967742
"363","5-2017","0001",-88.242207,42.221442,8.02027778333333
"364","5-2017","0001",-87.732457,41.670992,8.39890989655173
"365","5-2017","0057",-87.722673,41.912739,7.91593055
"366","5-2017","0076",-87.713488,41.7514,8.25119627586207
"367","5-2017","6005",-87.748902,41.864426,9.05913979032258
"368","5-2018","0001",-88.242207,42.221442,8.20038570967742
"369","5-2018","0001",-87.732457,41.670992,10.5806618474576
"370","5-2018","0057",-87.722673,41.912739,8.04458858064516
"371","5-2018","0076",-87.713488,41.7514,9.1002222
"372","5-2018","6005",-87.748902,41.864426,11.1084677580645
"373","6-2014","0001",-88.242207,42.221442,7.87210227272727
"374","6-2014","0001",-87.732457,41.670992,11.8754861
"375","6-2014","0010",-87.933333,43.016667,7.6564614
"376","6-2014","0019",-87.8093,42.504722,5.56247192156863
"377","6-2014","0022",-87.304722,41.606667,9.975
"378","6-2014","0026",-87.913504,43.060975,7.15960478461538
"379","6-2014","0027",-88.21507,43.020075,5.64877875384615
"380","6-2014","0057",-87.722673,41.912739,9.85114216923077
"381","6-2014","0058",-87.931983,42.930708,7.88501205
"382","6-2014","0076",-87.713488,41.7514,12.9732150285714
"383","6-2014","1011",-88.190967,41.221537,10.3834721272727
"384","6-2014","4002",-88.152534,41.771071,8.54
"385","6-2014","4201",-87.799227,42.139996,9.96742806666667
"386","6-2014","6005",-87.748902,41.864426,16.4685672340426
"387","6-2015","0001",-88.242207,42.221442,12.6680072666667
"388","6-2015","0001",-87.732457,41.670992,13.0261110666667
"389","6-2015","0010",-87.933333,43.016667,7.8403327
"390","6-2015","0019",-87.8093,42.504722,8.1044384
"391","6-2015","0026",-87.913504,43.060975,6.69257248333333
"392","6-2015","0027",-88.21507,43.020075,7.3816557
"393","6-2015","0057",-87.722673,41.912739,13.6784722
"394","6-2015","0058",-87.931983,42.930708,9.49665456666667
"395","6-2015","0076",-87.713488,41.7514,11.1924028275862
"396","6-2015","1011",-88.190967,41.221537,10.2804490689655
"397","6-2015","4201",-87.799227,42.139996,13.4758170357143
"398","6-2015","6005",-87.748902,41.864426,13.8133333166667
"399","6-2016","0001",-88.242207,42.221442,8.73478032758621
"400","6-2016","0001",-87.732457,41.670992,6.85076393333333
"401","6-2016","0010",-87.933333,43.016667,5.02152776666667
"402","6-2016","0026",-87.913504,43.060975,8.03281566666667
"403","6-2016","0057",-87.722673,41.912739,8.90069445
"404","6-2016","0058",-87.931983,42.930708,5.99896301666667
"405","6-2016","0076",-87.713488,41.7514,8.26550049152542
"406","6-2016","1011",-88.190967,41.221537,7.17749996666667
"407","6-2016","4201",-87.799227,42.139996,10.9190278
"408","6-2016","6005",-87.748902,41.864426,10.7291667166667
"409","6-2017","0001",-88.242207,42.221442,7.73138888333333
"410","6-2017","0001",-87.732457,41.670992,6.73733798305085
"411","6-2017","0057",-87.722673,41.912739,5.22152778333333
"412","6-2017","0076",-87.713488,41.7514,11.3293119
"413","6-2017","6005",-87.748902,41.864426,10.8225694333333
"414","6-2018","0001",-88.242207,42.221442,7.31692885454545
"415","6-2018","0001",-87.732457,41.670992,8.97840755932203
"416","6-2018","0057",-87.722673,41.912739,13.3547693166667
"417","6-2018","0076",-87.713488,41.7514,9.08456523333333
"418","6-2018","6005",-87.748902,41.864426,11.4940742033898
"419","7-2014","0001",-88.242207,42.221442,9.61259042592593
"420","7-2014","0001",-87.732457,41.670992,14.0423360909091
"421","7-2014","0010",-87.933333,43.016667,8.56590432258064
"422","7-2014","0019",-87.8093,42.504722,6.90483788709677
"423","7-2014","0022",-87.304722,41.606667,13.6
"424","7-2014","0026",-87.913504,43.060975,8.42873869014084
"425","7-2014","0027",-88.21507,43.020075,6.87543264179105
"426","7-2014","0057",-87.722673,41.912739,10.8680348059701
"427","7-2014","0058",-87.931983,42.930708,9.23029833333333
"428","7-2014","0076",-87.713488,41.7514,12.3082413529412
"429","7-2014","1011",-88.190967,41.221537,13.4800276607143
"430","7-2014","4002",-88.152534,41.771071,9.32
"431","7-2014","4201",-87.799227,42.139996,10.1779139859155
"432","7-2014","6005",-87.748902,41.864426,15.0628717592593
"433","7-2015","0001",-88.242207,42.221442,15.1657057288136
"434","7-2015","0001",-87.732457,41.670992,14.6434257166667
"435","7-2015","0010",-87.933333,43.016667,8.23694317741935
"436","7-2015","0019",-87.8093,42.504722,10.4633451803279
"437","7-2015","0026",-87.913504,43.060975,7.67814398387097
"438","7-2015","0027",-88.21507,43.020075,8.15131325806452
"439","7-2015","0057",-87.722673,41.912739,16.3657807580645
"440","7-2015","0058",-87.931983,42.930708,10.2294554482759
"441","7-2015","0076",-87.713488,41.7514,13.1108347096774
"442","7-2015","1011",-88.190967,41.221537,14.3610424576271
"443","7-2015","4201",-87.799227,42.139996,16.8205183442623
"444","7-2015","6005",-87.748902,41.864426,12.4245967903226
"445","7-2016","0001",-88.242207,42.221442,9.35616885185185
"446","7-2016","0001",-87.732457,41.670992,7.70493609836066
"447","7-2016","0057",-87.722673,41.912739,11.0194213166667
"448","7-2016","0076",-87.713488,41.7514,8.06155208064516
"449","7-2016","1011",-88.190967,41.221537,7.54576612903226
"450","7-2016","4201",-87.799227,42.139996,11.7079622741935
"451","7-2016","6005",-87.748902,41.864426,12.7155181186441
"452","7-2017","0001",-88.242207,42.221442,8.00728998148148
"453","7-2017","0001",-87.732457,41.670992,8.75309971186441
"454","7-2017","0057",-87.722673,41.912739,6.57292733333333
"455","7-2017","0076",-87.713488,41.7514,12.89244795
"456","7-2017","6005",-87.748902,41.864426,10.6112701451613
"457","7-2018","0001",-88.242207,42.221442,8.03593242372881
"458","7-2018","0001",-87.732457,41.670992,8.87025
"459","7-2018","0057",-87.722673,41.912739,9.09237916326531
"460","7-2018","0076",-87.713488,41.7514,9.27881176271186
"461","7-2018","6005",-87.748902,41.864426,11.9017005806452
"462","8-2014","0001",-88.242207,42.221442,10.3311155967742
"463","8-2014","0001",-87.732457,41.670992,16.576730637931
"464","8-2014","0010",-87.933333,43.016667,8.95756196774193
"465","8-2014","0019",-87.8093,42.504722,6.75084043548387
"466","8-2014","0022",-87.304722,41.606667,13.2
"467","8-2014","0026",-87.913504,43.060975,8.19828859722222
"468","8-2014","0027",-88.21507,43.020075,7.5144927761194
"469","8-2014","0057",-87.722673,41.912739,12.7126978507463
"470","8-2014","0058",-87.931983,42.930708,9.4120909516129
